Word,Alternate Spellings,Syllables,Meaning (Tamil),Meaning (English),Related Words,,
azhipeyal,,,,,,,
azhimbu,,,,,,,
azhivazhakku,,,,,,,
azhivu,,,,,,,
azhu,,,,,,,
azhukkatRu,,,,,,,
azhukkaRu,,,,,,,
azhukkaRuppaan,,,,,,,
azhukkan,,,,,,,
azhukkaaRu,,,,,,,
azhukku,,,,,,,
azhugal,,,,,,,
azhugu,,,,,,,
azhuguNi,,,,,,,
azhugai,,,,,,,
azhungal,,,,,,,
azhungu,,,,,,,
azhuththakkaaran,,,,,,,
azhuththam,,,,,,,
azhuththamthiruththam,,,,,,,
azhuththi,,,,,,,
azhuththu,,,,,,,
azhudhal,,,,,,,
azhudhuvazhidhal,,,,,,,
azhuńdhu,,,,,,,
azhumoonji,,,,,,,
azhuvam,,,,,,,
azhai,,,,,,,
azhaippavar,,,,,,,
azhaippaaLar,,,,,,,
azhaippidhazh,,,,,,,
azhaippu,,,,,,,
azhaippumaNi,,,,,,,
aL,,,,,,,
aLLal,,,,,,,
aLLizhuththal,,,,,,,
aLLu,,,,,,,
aLLumaańdham,,,,,,,
aLLooRal,,,,,,,
aLLooRudhal,,,,,,,
aLa,,,,,,,
aLakkar,,,,,,,
aLagapańdhi,,,,,,,
aLagabaaram,,,,,,,
aLagam,,,,,,,
aLagaapuri,,,,,,,
aLagu,,,,,,,
aLagaesan,,,,,,,
aLagai,,,,,,,
aLappariya,,,,,,,
aLappaLaththal,,,,,,,
aLappaRidhal,,,,,,,
aLappu,,,,,,,
aLabu,,,,,,,
aLabedai,,,,,,,
aLam,,,,,,,
aLavadi,,,,,,,
aLaval,,,,,,,
aLavaLaay,,,,,,,
aLavaLaaval,,,,,,,
aLavaLaavu,,,,,,,
aLavidu,,,,,,,
aLavil,,,,,,,
aLaviRaththal,,,,,,,
aLavinmai,,,,,,,
aLavu,,,,,,,
aLavukoal,,,,,,,
aLavai,,,,,,,
aLavaińool,,,,,,,
aLavaiyaagupeyar,,,,,,,
aLaRu,,,,,,,
aLaRupadu,,,,,,,
aLaaya,,,,,,,
aLaavu,,,,,,,
aLi,,,,,,,
aLiyan,,,,,,,
aLai,,,,,,,
aLai I,,,,,,,
aRkaa,,,,,,,
aRgu,,,,,,,
aRkuba,,,,,,,
aRchiram,,,,,,,
aRchiRai,,,,,,,
aRpasoRpam,,,,,,,
aRpam,,,,,,,
aRpan,,,,,,,
aRpaayu,,,,,,,
aRpaayusu,,,,,,,
aRpaayuL,,,,,,,
aRpudham,,,,,,,
aRpudhan,,,,,,,
atRam,,,,,,,
atRavar,,,,,,,
atRaar,,,,,,,
atRu,,,,,,,
atRuppoa,,,,,,,
atRael,,,,,,,
atRai,,,,,,,
atRaikkooli,,,,,,,
atRaiththingaL,,,,,,,
atRaińaaL,,,,,,,
atRaipparisam,,,,,,,
aRa,,,,,,,
aRakkattaLai,,,,,,,
aRakkadavuL,,,,,,,
aRakkadai,,,,,,,
aRangadai,,,,,,,
aRangaavalar,,,,,,,
aRangooRavaiyam,,,,,,,
aRachchaalai,,,,,,,
aRaththooRu,,,,,,,
aRaththupaal,,,,,,,
aRaththuRa,,,,,,,
aRaththuRai,,,,,,,
aRańilai,,,,,,,
aRańool,,,,,,,
aRam,,,,,,,
aRal,,,,,,,
aRavan,,,,,,,
aRavaazhi,,,,,,,
aRavi,,,,,,,
aRavidudhal,,,,,,,
aRavurai,,,,,,,
aRavae,,,,,,,
aRavoar,,,,,,,
aRavoan,,,,,,,
aRan,,,,,,,
aRankadai,,,,,,,
aRaa,,,,,,,
aRaadha,,,,,,,
aRi,,,,,,,
aRikkai,,,,,,,
aRigilaadhaar,,,,,,,
aRiguRi,,,,,,,
aRigondRu,,,,,,,
aRingyan,,,,,,,
aRithuyil,,,,,,,
aRiporuL,,,,,,,
aRimadam,,,,,,,
aRimugam,,,,,,,
aRiyaamai,,,,,,,
aRiyaanvinaa,,,,,,,
aRiyuńan,,,,,,,
aRiyoNaa,,,,,,,
aRivaRai,,,,,,,
aRivan,,,,,,,
aRivaaLan,,,,,,,
aRivaaLi,,,,,,,
aRivi,,,,,,,
aRivippu,,,,,,,
aRiviyal,,,,,,,
aRiviyaRkoodam,,,,,,,
aRivili,,,,,,,
aRivinaa,,,,,,,
aRiveenam,,,,,,,
aRiveenan,,,,,,,
aRivu,,,,,,,
aRivukoLuththudhal,,,,,,,
aRivudaimai,,,,,,,
aRivumayangal,,,,,,,
aRivurai,,,,,,,
aRivuRuththu,,,,,,,
aRivuRudhal,,,,,,,
aRivujeevi,,,,,,,
aRu,,,,,,,
aRugampul,,,,,,,
aRugu,,,,,,,
aRugai,,,,,,,
aRukoaNam,,,,,,,
aRusuvai,,,,,,,
aRuththavaL,,,,,,,
aRuththukkattudhal,,,,,,,
aRudhal,,,,,,,
aRudhali,,,,,,,
aRudhi,,,,,,,
aRudhipperumbaanmai,,,,,,,
aRudhiyidu,,,,,,,
aRuthozhiloar,,,,,,,
aRuppu,,,,,,,
aRuppukkooli,,,,,,,
aRupagai,,,,,,,
aRupadham,,,,,,,
aRubadhu,,,,,,,
aRuparuvam,,,,,,,
aRupaan,,,,,,,
aRumbu,,,,,,,
aRumeen,,,,,,,
aRumugan,,,,,,,
aRuvadai,,,,,,,
aRuvar,,,,,,,
aRuvai,,,,,,,
aRuvaichchigichchai,,,,,,,
aRai,,,,,,,
aRaikkeerai,,,,,,,
aRaikoovu,,,,,,,
aRaipoadhal,,,,,,,
an,,,,,,,
anbaLippu,,,,,,,
anban,,,,,,,
anbili,,,,,,,
anbu,,,,,,,
anbukoor,,,,,,,
anmai,,,,,,,
anmaichchol,,,,,,,
anvayi,,,,,,,
andRandRu,,,,,,,
andRaadam,,,,,,,
andRaadu,,,,,,,
andRaadukaasu,,,,,,,
andRi,,,,,,,
andRikkae,,,,,,,
andRiyum,,,,,,,
andRil,,,,,,,
andRu,,,,,,,
andRae,,,,,,,
andRaikku,,,,,,,
andRaiya,,,,,,,
andRoa,,,,,,,
Anna,,,,,,,
annakkaavadi,,,,,,,
annakkodi,,,,,,,
annachchaththiram,,,,,,,
annasaalai,,,,,,,
annanaNam,,,,,,,
annadhaanam,,,,,,,
annappiraasanam,,,,,,,
annam,,,,,,,
annar,,,,,,,
annavan,,,,,,,
annavai,,,,,,,
annaasi,,,,,,,
annabishaegam,,,,,,,
annaay,,,,,,,
annaaL,,,,,,,
annaan,,,,,,,
anniyaputtam,,,,,,,
anniyam,,,,,,,
anniyamaakku,,,,,,,
anniyar,,,,,,,
anniyoanniyam,,,,,,,
annuvayam,,,,,,,
annai,,,,,,,
annoa,,,,,,,
anagan,,,,,,,
anangam,,,,,,,
anangan,,,,,,,
anasanam,,,,,,,
anaththam,,,,,,,
anaththiyayanam,,,,,,,
anańdhasayanan,,,,,,,
anańtham,,,,,,,
anańthar,,,,,,,
anańtharavaarisu,,,,,,,
anańthal,,,,,,,
anańthan,,,,,,,
anabaayan,,,,,,,
anarththam,,,,,,,
anal,,,,,,,
analam,,,,,,,
anali,,,,,,,
anavaradham,,,,,,,
anavaradhamum,,,,,,,
anaachaaram,,,,,,,
anaadharatchagan,,,,,,,
anaadhi,,,,,,,
annaadhai,,,,,,,
anaayaasam,,,,,,,
anaavasiyam,,,,,,,
anaavirutti,,,,,,,
anaavirushti,,,,,,,
anigam,,,,,,,
anichcham,,,,,,,
anichchai,,,,,,,
anichchaichcheyal,,,,,,,
aniyaayam,,,,,,,
anilam,,,,,,,
anukkiragam,,,,,,,
anukaraNavoasai,,,,,,,
anugoolam,,,,,,,
anusańdhaanam,,,,,,,
anusaraNai,,,,,,,
anusari,,,,,,,
anuchan,,,,,,,
anuchidham,,,,,,,
anuttaanam,,,,,,,
anudhaabam,,,,,,,
anudhinam,,,,,,,
anudhinamum,,,,,,,
anuppu,,,,,,,
anubańdham,,,,,,,
anupallavi,,,,,,,
anubavam,,,,,,,
anubavi,,,,,,,
anubaanam,,,,,,,
anupoodhi,,,,,,,
anumadhi,,,,,,,
anuman,,,,,,,
anumaan,,,,,,,
anumaanam,,,,,,,
anumaani,,,,,,,
anuraagam,,,,,,,
anuloaman,,,,,,,
anushtaanam,,,,,,,
anusham,,,,,,,
anaegam,,,,,,,
anaegamaaga,,,,,,,
anaiththu,,,,,,,
anaiththum,,,,,,,
anaiya,,,,,,,
akshakkoadu,,,,,,,
akshadhai,,,,,,,
aksham,,,,,,,
akshamaNi,,,,,,,
akshamaalai,,,,,,,
akshaya,,,,,,,
akshayapaathram,,,,,,,
akshayam,,,,,,,
aksharagaNidham,,,,,,,
aksharam,,,,,,,
aksharaabyaasam,,,,,,,
akshaamsam,,,,,,,
akshi,,,,,,,
akshowhiNi,,,,,,,
ajagajaańdharam,,,,,,,
ajam,,,,,,,
ajan,,,,,,,
ajaakkiradhai,,,,,,,
ajaakradhai,,,,,,,
ajeeraNam,,,,,,,
ashtakoaNam,,,,,,,
ashtasiththi,,,,,,,
ashtadhikkajam,,,,,,,
ashtadhikbaalagar,,,,,,,
ashtanaagabandham,,,,,,,
ashtapaadham,,,,,,,
ashtamachchani,,,,,,,
ashtamam,,,,,,,
ashtamaasiththi,,,,,,,
ashtamaańaagam,,,,,,,
ashtami,,,,,,,
ashtamoorththam,,,,,,,
ashtamoorththi,,,,,,,
ashtalatchumi,,,,,,,
ashtalakshmi,,,,,,,
ashtaavadhaanam,,,,,,,
ashtaavadhaani,,,,,,,
aśka,,,,,,,
aśthrasaaśthiram,,,,,,,
aśthagiri,,,,,,,
aśthami,,,,,,,
aśthi,,,,,,,
aśthiram,,,,,,,
aśthivaaram,,,,,,,
aśmaanagiri,,,,,,,
aśowkyam,,,,,,,
aśowgariyam,,,,,,,
aharnisam,,,,,,,
ahaś,,,,,,,
ahimsai,,,,,,,
ahimśai,,,,,,,
ahoaraathram,,,,,,,
aa,,,,,,,
aa a,,,,,,,
aa aa,,,,,,,
aakkakkiLavi,,,,,,,
aakkadham,,,,,,,
aakkappeyar,,,,,,,
aakkam,,,,,,,
aakkar,,,,,,,
aakkal,,,,,,,
aakkaattu,,,,,,,
aakkińaeyam,,,,,,,
aakkiyaańam,,,,,,,
aakkiyaanam,,,,,,,
aakkiyoan,,,,,,,
aakkirami,,,,,,,
aakkiraaNam,,,,,,,
aakkinaeyam,,,,,,,
aakkinai,,,,,,,
aakku,,,,,,,
aakkuppurai,,,,,,,
aakkai,,,,,,,
aakkaiyili,,,,,,,
aakngyai,,,,,,,
aakroasham,,,,,,,
aaga,,,,,,,
aagakkoodi,,,,,,,
aagattum,,,,,,,
aagadiyam,,,,,,,
aagaNdalan,,,,,,,
aagadhar,,,,,,,
aagańdhugam,,,,,,,
aagam,,,,,,,
aagamam,,,,,,,
aagamanam,,,,,,,
aagamili,,,,,,,
aagarshi,,,,,,,
aagaram,,,,,,,
aagal,,,,,,,
aagavam,,,,,,,
aagavae,,,,,,,
aagaa,,,,,,,
aagaasakkappal,,,,,,,
aagaasakkoattai,,,,,,,
aagaasagangai,,,,,,,
aagaasakamanam,,,,,,,
aagaasaththaamarai,,,,,,,
aagaasappańdhal,,,,,,,
aagaappuLugu,,,,,,,
aagaasam,,,,,,,
aagaasalingam,,,,,,,
aagaasavaaNi,,,,,,,
aagaaththiyam,,,,,,,
aagaadhavan,,,,,,,
aagaamiyam,,,,,,,
aagaayakkappal,,,,,,,
aagaakkoattai,,,,,,,
aagaayagangai,,,,,,,
aagaayakamanam,,,,,,,
aagaayaththaamarai,,,,,,,
aagaayappańdhal,,,,,,,
aagaayappuLugu,,,,,,,
aagaayam,,,,,,,
aagaayalingam,,,,,,,
aagaayavaaNi,,,,,,,
aagaaram,,,,,,,
aagiya,,,,,,,
aakirudhi,,,,,,,
aagil,,,,,,,
aagilum,,,,,,,
aagivańdha,,,,,,,
aagu,,,,,,,
aagudhi,,,,,,,
aagupeyar,,,,,,,
aagulam,,,,,,,
aaguvadhu,,,,,,,
aaguLi,,,,,,,
aagaiyaal,,,,,,,
aanga,,,,,,,
aangaN,,,,,,,
aanganam,,,,,,,
aangaangu,,,,,,,
aangaaram,,,,,,,
aangaalam,,,,,,,
aangilam,,,,,,,
aangu,,,,,,,
aangnganam,,,,,,,
aachchariyam,,,,,,,
aachchaa,,,,,,,
aachchi,,,,,,,
aachichiyam,,,,,,,
aachichiramam,,,,,,,
aachichirayam,,,,,,,
aachchu,,,,,,,
aasangai,,,,,,,
aasańdhi,,,,,,,
aasam,,,,,,,
aasamanam,,,,,,,
aasayam,,,,,,,
aasari,,,,,,,
aasavam,,,,,,,
aasaRudhi,,,,,,,
aasanam,,,,,,,
aasanavaay,,,,,,,
aasanan,,,,,,,
aasaabangam,,,,,,,
aasaapaasam,,,,,,,
aasaami,,,,,,,
aasaarakkaLLan,,,,,,,
aasaarakkoavai,,,,,,,
aasaaram,,,,,,,
aasaaravaasal,,,,,,,
aasaari,,,,,,,
aasaariyan,,,,,,,
aasaan,,,,,,,
aasi,,,,,,,
aasiyam,,,,,,,
aasiyaa,,,,,,,
aasiramam,,,,,,,
aasirayi,,,,,,,
aasiriyappaa,,,,,,,
aasiriyam,,,,,,,
aasiriyavasanam,,,,,,,
aasiriyar,,,,,,,
aasiriyan,,,,,,,
aasini,,,,,,,
aaseeyam,,,,,,,
aaseervadhi,,,,,,,
aaseevagar,,,,,,,
aasu,,,,,,,
aasugam,,,,,,,
aasukavi,,,,,,,
aasugi,,,,,,,
aasuram,,,,,,,
aasuri,,,,,,,
aasuvaasam,,,,,,,
aasai,,,,,,,
aasaikkizhaththi,,,,,,,
aasaikaattu,,,,,,,
aasainaayagi,,,,,,,
aasaippadu,,,,,,,
aasowcham,,,,,,,
aanjańaeyan,,,,,,,
aangyngyaachakkaram,,,,,,,
aangyngyaapi,,,,,,,
aangyngyai,,,,,,,
aatkaatti,,,,,,,
aatkooli,,,,,,,
aatkolli,,,,,,,
aatkoL,,,,,,,
aatchi,,,,,,,
aatchimozhi,,,,,,,
aatchei,,,,,,,
aatchaebam,,,,,,,
aatchaebi,,,,,,,
aattam,,,,,,,
aattal,,,,,,,
aattu,,,,,,,
aattukkal,,,,,,,
aattukkidai,,,,,,,
aattuththotti,,,,,,,
aattuppatti,,,,,,,
aattuppalagai,,,,,,,
aattural,,,,,,,
attroasanai,,,,,,,
aattai,,,,,,,
aatpadu,,,,,,,
aatpiramaaNam,,,,,,,
aadagam,,,,,,,
aadagan,,,,,,,
aadagi,,,,,,,
aadam,,,,,,,
aadambaram,,,,,,,
aadal,,,,,,,
aadalai,,,,,,,
aadavar,,,,,,,
aadavallaan,,,,,,,
aadavaL,,,,,,,
aadavan,,,,,,,
aadaathoadai,,,,,,,
aadi,,,,,,,
aadippattam,,,,,,,
aadipperukku,,,,,,,
aadippoa,,,,,,,
aadu,,,,,,,
aadukaLam,,,,,,,
aadusadhai,,,,,,,
aaduthinnaappaaLai,,,,,,,
aadutheeNdaappaaLai,,,,,,,
aaduńar,,,,,,,
aadumaadu,,,,,,,
Aadoo u,,,,,,,
aadooumunnilai,,,,,,,
aadoouvaRisol,,,,,,,
aadai,,,,,,,
aaN,,,,,,,
aaNdalai,,,,,,,
aaNdalaikkodi,,,,,,,
aaNdavan,,,,,,,
aaNdaLappaan,,,,,,,
aaNdaaL,,,,,,,
aaNdaan,,,,,,,
aaNdi,,,,,,,
aaNdichchi,,,,,,,
aaNdu,,,,,,,
aaNdai,,,,,,,
aaNdozhil,,,,,,,
aaNpanai,,,,,,,
aaNpaal,,,,,,,
aaNpiLLai,,,,,,,
aaNmagan,,,,,,,
aaNmaram,,,,,,,
aaNmai,,,,,,,
aaNam,,,,,,,
aaNavam,,,,,,,
aaNi,,,,,,,
aaNikkal,,,,,,,
aaNiththangam,,,,,,,
aaNiththaram,,,,,,,
aaNippon,,,,,,,
aaNimuththu,,,,,,,
aaNivaer,,,,,,,
aaNu,,,,,,,
aaNai,,,,,,,
aaNaiyar,,,,,,,
aaNaiyidu,,,,,,,
aaththam,,,,,,,
aaththan,,,,,,,
aaththaadi,,,,,,,
aaththaaL,,,,,,,
aaththi,,,,,,,
aaththigan,,,,,,,
aaththiram,,,,,,,
aathmasuththi,,,,,,,
aathmangyaanam,,,,,,,
aathmathirupthi,,,,,,,
aathmaa,,,,,,,
aathmaarththam,,,,,,,
aadhadhaayi,,,,,,,
aadhapaththiram,,,,,,,
aadhabam,,,,,,,
aadhaban,,,,,,,
aadham,,,,,,,
aadharam,,,,,,,
aadharavu,,,,,,,
aadhari,,,,,,,
aadharisanam,,,,,,,
aadhal,,,,,,,
aadhalaal,,,,,,,
aadhavam,,,,,,,
aadhavan,,,,,,,
aadhan,,,,,,,
aadhanam,,,,,,,
aadhanam,,,,,,,
aadhaam,,,,,,,
aadhaayam,,,,,,,
aadhaaram,,,,,,,
aadhaaLi,,,,,,,
aadhi,,,,,,,
aadhikkiyam,,,,,,,
aadhikavi,,,,,,,
aadhikaavyam,,,,,,,
aadhisaedan,,,,,,,
aadhisaivan,,,,,,,
aadhiththar,,,,,,,
aadhiththavaaram,,,,,,,
aadhiththan,,,,,,,
aadhińool,,,,,,,
aadhibagavan,,,,,,,
aadhipaththiyam,,,,,,,
aadhipadhi,,,,,,,
aadhiban,,,,,,,
aadhimoolam,,,,,,,
aadhiyańtham,,,,,,,
aadhiyaazh,,,,,,,
aadhiyoadańdham,,,,,,,
aadhirai,,,,,,,
aadhivaaram,,,,,,,
aadheeNdukutRi,,,,,,,
adheenkarththaa,,,,,,,
aadheenam,,,,,,,
aadhu,,,,,,,
aadhuram,,,,,,,
aadhularsaalai,,,,,,,
aadhulan,,,,,,,
aadhoNdai,,,,,,,
aathoaraNan,,,,,,,
aańthiram,,,,,,,
aańthirar,,,,,,,
aańdhai,,,,,,,
aańirai,,,,,,,
aańilai,,,,,,,
aańindRu,,,,,,,
aapkaari,,,,,,,
aapdhan,,,,,,,
aapdhigam,,,,,,,
aappam,,,,,,,
aappi,,,,,,,
aappee,,,,,,,
aappu,,,,,,,
aappai,,,,,,,
aaprikkaa,,,,,,,
aabaththu,,,,,,,
aabaththusambaththu,,,,,,,
aapadham,,,,,,,
aapayan,,,,,,,
aaparaNam,,,,,,,
aabaasam,,,,,,,
aabisaaram,,,,,,,
aapirikkaa,,,,,,,
aabeesu,,,,,,,
aabeeś,,,,,,,
aam,,,,,,,
aambal,,,,,,,
aambi,,,,,,,
aamasiraaththam,,,,,,,
aamasiraarththam,,,,,,,
aamaNakku,,,,,,,
aamańthirigai,,,,,,,
aamayam,,,,,,,
aamalagam,,,,,,,
aamalagi,,,,,,,
aamaLavum,,,,,,,
aamaa,,,,,,,
aamaaththiyan,,,,,,,
aamaam,,,,,,,
aamaaRu,,,,,,,
aamaan,,,,,,,
aamisam,,,,,,,
aamidam,,,,,,,
aamiram,,,,,,,
aamilam,,,,,,,
aamiksham,,,,,,,
aamen,,,,,,,
aamai,,,,,,,
aamaippalagai,,,,,,,
aamaiyoadu,,,,,,,
aamoadhi,,,,,,,
aay,,,,,,,
aaykkudi,,,,,,,
aaykkuzhal,,,,,,,
aaychchi,,,,,,,
aaydhakkuRukkam,,,,,,,
aaydhappuLLi,,,,,,,
aaydham,,,,,,,
aayppaadi,,,,,,,
aaymagaL,,,,,,,
aaymagan,,,,,,,
aaymadhi,,,,,,,
aaymayil,,,,,,,
aaymalar,,,,,,,
aayvaaLar,,,,,,,
aayvukkoodam,,,,,,,
aayvu,,,,,,,
aayvurai,,,,,,,
aayvaedu,,,,,,,
aayakkattu,,,,,,,
aayakkaaran,,,,,,,
aayakkaal,,,,,,,
aayakalam,,,,,,,
aayaththam,,,,,,,
aaththaar,,,,,,,
aayam,,,,,,,
aayar,,,,,,,
aayarkulam,,,,,,,
aayarpaadi,,,,,,,
aayavan,,,,,,,
aayan,,,,,,,
aayaa,,,,,,,
aayaasam,,,,,,,
aayaaL,,,,,,,
aayi,,,,,,,
aayidai,,,,,,,
aayiram,,,,,,,
aayiliyam,,,,,,,
aayizhai,,,,,,,
aayin,,,,,,,
aayinum,,,,,,,
aayu,,,,,,,
aayusu,,,,,,,
aayudhasaalai,,,,,,,
aayudhapaaNi,,,,,,,
aayudham,,,,,,,
aayurvaedham,,,,,,,
aayuL,,,,,,,
aar,,,,,,,
aarkali,,,,,,,
aarchchidham,,,,,,,
aarppari,,,,,,,
aarppaattam,,,,,,,
aarppu,,,,,,,
aarmoaniyam,,,,,,,
aarvam,,,,,,,
aarvalan,,,,,,,
aarvaliththal,,,,,,,
aarjidham,,,,,,,
aara,,,,,,,
aarakkaal,,,,,,,
aaranju,,,,,,,
aarangyar,,,,,,,
aaraNyagam,,,,,,,
aaraNam,,,,,,,
aaraNiyam,,,,,,,
aaraththi,,,,,,,
aaradhi,,,,,,,
aarabi,,,,,,,
aaram,,,,,,,
aarambam,,,,,,,
aarambi,,,,,,,
aararuL,,,,,,,
aaral,,,,,,,
aaravaaram,,,,,,,
aaravaari,,,,,,,
aaraa,,,,,,,
aaraadhanam,,,,,,,
aaraadhanai,,,,,,,
aaraadhi,,,,,,,
aaraamam,,,,,,,
aaraamai,,,,,,,
aaraay,,,,,,,
aaraaychchimaNi,,,,,,,
aaraavamudham,,,,,,,
aaraavamudhu,,,,,,,
aaridam,,,,,,,
aaridar,,,,,,,
aariyakkooththu,,,,,,,
aariyam,,,,,,,
aariyan,,,,,,,
aariyavarththam,,,,,,,
aarugadham,,,,,,,
aarugadhan,,,,,,,
aaruyir,,,,,,,
aaruyirmaruńdhu,,,,,,,
aaroodam,,,,,,,
aaroodan,,,,,,,
aarai,,,,,,,
aaroakkiyam,,,,,,,
aaroakyam,,,,,,,
aaroagaNam,,,,,,,
aaroabi,,,,,,,
aal,,,,,,,
aalbakoaraa,,,,,,,
aalakaalam,,,,,,,
aalangatti,,,,,,,
aalasiyam,,,,,,,
aalaththi,,,,,,,
aalam,,,,,,,
aalayam,,,,,,,
aalal,,,,,,,
aalavattam,,,,,,,
aalavaay,,,,,,,
aalavaalam,,,,,,,
aalaa,,,,,,,
aalaangatti,,,,,,,
aalaasiyam,,,,,,,
aalaaththi,,,,,,,
aalaappaRaththal,,,,,,,
aalaapanam,,,,,,,
aalaapanai,,,,,,,
aalaapi,,,,,,,
aalaalm,,,,,,,
aali,,,,,,,
aalinganam,,,,,,,
aalai,,,,,,,
aaloasanai,,,,,,,
aaloasi,,,,,,,
aaloalam,,,,,,,
aava,,,,,,,
aavaNakkaLam,,,,,,,
aavaNakkaLari,,,,,,,
aavaNam,,,,,,,
aavaNavoalai,,,,,,,
aavaNi,,,,,,,
aavańaazhi,,,,,,,
aavańaazhigai,,,,,,,
aavam,,,,,,,
aavayin,,,,,,,
aavarththam,,,,,,,
aavarththi,,,,,,,
aavaraNam,,,,,,,
aavari,,,,,,,
aaval,,,,,,,
aavalangottu,,,,,,,
aavalar,,,,,,,
aavalaadhi,,,,,,,
aavali,,,,,,,
aavaLi,,,,,,,
aavaa,,,,,,,
aavaarai,,,,,,,
aavi,,,,,,,
aaviyar,,,,,,,
aavirpaviththal,,,,,,,
aavirai,,,,,,,
aavudaiyaar,,,,,,,
aavudaiyaaL,,,,,,,
aavurinji,,,,,,,
aavaesam,,,,,,,
aavaeRu,,,,,,,
aazh,,,,,,,
aazhkuzhaaykkiNaRu,,,,,,,
aazhththu,,,,,,,
aazhthuLaikkiNaRu,,,,,,,
aazhńdha,,,,,,,
aazhńdhu,,,,,,,
aazhvaar,,,,,,,
aazhvu,,,,,,,
aazham,,,,,,,
aazhampaar,,,,,,,
aazhal,,,,,,,
aazhaakku,,,,,,,
aazhi,,,,,,,
aazhiththee,,,,,,,
aazhimaalvarai,,,,,,,
aazhiyaan,,,,,,,
aazhiyizhaiththal,,,,,,,
aazhiviral,,,,,,,
aazhumbaazhumaay,,,,,,,
aaL,,,,,,,
aaLkaattiviral,,,,,,,
aaLpadai,,,,,,,
aaLmaaRaattam,,,,,,,
aaLvari,,,,,,,
aaLvaari,,,,,,,
aaLvidu,,,,,,,
aaLvinai,,,,,,,
aaLaththi,,,,,,,
aaLari,,,,,,,
aaLan,,,,,,,
aaLaakku,,,,,,,
aaLi,,,,,,,
aaLugai,,,,,,,
aaLuńar,,,,,,,
aaLoadi,,,,,,,
aatRa,,,,,,,
aatRamaattaamai,,,,,,,
aatRal,,,,,,,
aatRaamai,,,,,,,
aatRaar,,,,,,,
aatRidaikkuRai,,,,,,,
aatRu,,,,,,,
aatRuNaa,,,,,,,
aatRuppadai,,,,,,,
aatRuvari,,,,,,,
aatRuvaar,,,,,,,
aatRuviththal,,,,,,,
aatRedhirppadal,,,,,,,
aaRangam,,,,,,,
aaRappoadu,,,,,,,
aaRalai,,,,,,,
aaRavamara,,,,,,,
aaRaa,,,,,,,
aaRaaththuyar,,,,,,,
aaRaappuN,,,,,,,
aaRaayirappadi,,,,,,,
aaRaayiram,,,,,,,
aaRu,,,,,,,
aan,,,,,,,
aankandRu,,,,,,,
aankottil,,,,,,,
aanporuńdham,,,,,,,
aanporuńai,,,,,,,
aanmadharisanam,,,,,,,
aanmaa,,,,,,,
aandRa,,,,,,,
aandRamaińdha,,,,,,,
aadRavar,,,,,,,
aadRaar,,,,,,,
aadRoar,,,,,,,
aana,,,,,,,
aanagam,,,,,,,
aananju,,,,,,,
aanańdhabairavi,,,,,,,
aanańdham,,,,,,,
aanańdhavuvamai,,,,,,,
aanańdhiththal,,,,,,,
aanamattum,,,,,,,
aanavai,,,,,,,